"Condition","NoMeth","Meth"
"All Differences",0.446260844888206,0.91128725002577
"All Differences",0.480627602184582,0.855104419219247
"All Differences",0.514554339025056,1.24597382227771
"All Differences",0.561695922149701,1.43053643307709
"All Differences",0.484720970184776,0.832357102033857
"All Differences",0.444956868604596,0.788677749463695
"All Differences",0.565548055850329,1.11627119177141
"All Differences",0.480331068440424,1.01254377303724
"All Differences",0.512130836618327,0.873054611425927
"All Differences",0.609734898344395,1.31865307205633
"All Differences",0.602689859623667,1.18392460075713
"All Differences",0.626772294906675,1.11680328103097
"All Differences",0.473897198442677,0.909165008967288
"All Differences",0.552268452113232,0.997635348475234
"All Differences",0.651974052602696,1.46391299340266
"All Differences",0.507191996260027,1.14886646301093
"All Differences",0.601976738706565,1.17964288032891
"All Differences",0.564719593434502,1.20046616638698
"All Differences",0.577198057988629,1.32123962367449
"All Differences",0.537480338265415,0.992418733522988
"All Differences",0.525282350842654,1.08737237851045
"All Differences",0.622047290271542,1.18746821561807
"All Differences",0.499393432658178,0.836281065918957
"All Differences",0.585303984072738,0.891888765121694
"All Differences",0.506879164781932,1.25168628877336
"All Differences",0.560849228752229,1.19640679295708
"All Differences",0.666710411038018,1.19346184102754
"All Differences",0.491772781380427,0.778128680603443
"All Differences",0.468860655811201,0.781896863975226
"All Differences",0.557303688367109,0.996830257106649
"All Differences",0.475763479753234,0.856326677605063
"All Differences",0.664905751599464,1.08204493445208
"All Differences",0.660714954568484,1.49583107517917
"All Differences",0.50937254493232,1.08615522071473
"All Differences",0.575489107371733,0.699424414888994
"All Differences",0.591658081323701,1.09589738850883
"All Differences",0.523926592291884,0.894148578935907
"All Differences",0.60598324388847,1.14183097197485
"All Differences",0.53425703244906,1.12565863742658
"All Differences",0.514597300604554,0.855921155212066
"All Differences",0.47558497855426,1.0435347873042
"All Differences",0.627460359336111,0.981653955162979
"All Differences",0.569617160508468,1.05880799315278
"All Differences",0.626826347326634,0.955354511945112
"All Differences",0.574760315684337,1.18187674398943
"All Differences",0.557486554209653,1.08762600593982
"All Differences",0.66514477209051,1.24653142825062
"All Differences",0.592104259124673,1.29415667533077
"All Differences",0.53301465651938,1.17407370441973
"All Differences",0.479379833866522,0.661776454859156
"All Differences",0.549643132214648,1.14256816371968
"All Differences",0.605962767329398,1.03973090063354
"All Differences",0.535782845171915,1.03505038722137
"All Differences",0.67003589654626,0.992788549727659
"All Differences",0.618903159693497,1.24927039219699
"All Differences",0.587656594620707,1.16964727985984
"All Differences",0.654145099624548,1.47114455887112
"All Differences",0.410968685260201,0.758020552511533
"All Differences",0.589957583564907,1.15819450828131
"All Differences",0.619786832923951,1.06715170112829
"All Differences",0.61518445637551,1.27343273217124
"All Differences",0.522945071356696,1.34725810881463
"All Differences",0.686488439621093,1.0689827288365
"All Differences",0.593048165403953,1.13890487825333
"All Differences",0.60716665878898,1.11510007921897
"All Differences",0.560817402640262,1.10462912840138
"All Differences",0.508907813844574,1.08099190102028
"All Differences",0.560368630189547,1.031987500389
"All Differences",0.493218853805115,0.776446027048846
"All Differences",0.527710700788886,0.877394485371368
"All Differences",0.504595791795279,0.99765730959904
"All Differences",0.46696366278015,0.931923443485071
"All Differences",0.585438337759189,1.21872409242232
"All Differences",0.57156114529865,1.27781191530902
"All Differences",0.508890117214127,1.00679820983906
"All Differences",0.535650666022349,1.06557476210544
"All Differences",0.593072709469165,0.976794210253403
"All Differences",0.607933029405872,1.09154903131355
"All Differences",0.56252109933803,1.15695249854202
"All Differences",0.555790973518426,0.9098757172125
"All Differences",0.484540692522759,1.15013301197992
"All Differences",0.783716032168825,1.49879538649607
"All Differences",0.618413166598449,1.12652884344251
"All Differences",0.611228901746452,1.11643455483685
"All Differences",0.615870054071194,1.24413081113451
"All Differences",0.532372436123302,0.951804009159414
"All Differences",0.571599424029702,0.997666522568891
"All Differences",0.497778910725171,0.86881111230776
"All Differences",0.520918071211202,1.00693236249183
"All Differences",0.537475992460934,1.05882004857962
"All Differences",0.501986017669838,0.954629642274621
"All Differences",0.683780153759929,1.2767808216429
"All Differences",0.691956005591079,1.20257954085092
"All Differences",0.572785112495974,1.11070358193327
"All Differences",0.595548006459092,1.03853364416186
"All Differences",0.572731482491063,1.08979852203857
"All Differences",0.54809809162654,1.08057189208896
"All Differences",0.51961708437601,1.1511731671988
"All Differences",0.578536855552327,1.30612612579723
"All Differences",0.577059385256199,1.2743773900174
"All Differences",0.721317848100164,1.21816592940154
"All Differences",0.53222690968288,0.743466809794065
"All Differences",0.593216750402183,0.99271416197247
"All Differences",0.596938112644737,1.22469799820381
"All Differences",0.546993094835545,1.14083620022709
"All Differences",0.603591217483478,1.10662739990777
"All Differences",0.532293878200791,0.887286726021124
"All Differences",0.4655483973144,1.19510363708341
"All Differences",0.526415824092706,1.30616098710347
"All Differences",0.537405720016627,0.777806888590708
"All Differences",0.571131966848652,0.779933582327388
"All Differences",0.548370176056228,0.783646944070205
"All Differences",0.62284742700822,1.20352608310615
"All Differences",0.559067294418958,1.23427421880262
"All Differences",0.547269018355665,0.870728003660844
"All Differences",0.50837742120921,1.05885326776231
"All Differences",0.565748219420432,1.16716744390981
"All Differences",0.518508826181168,0.843271597306361
"All Differences",0.638570593839713,1.01230877323689
"All Differences",0.502974769592114,1.2309678173042
"All Differences",0.579264553751739,0.886477854594858
"All Differences",0.516185591277993,0.917243470520413
"All Differences",0.59394021964653,1.37278324868675
"All Differences",0.445030753324161,0.845051445191335
"All Differences",0.649567724037222,1.3037526213457
"All Differences",0.64303874357122,1.26540138175239
"All Differences",0.533135887669257,1.05284653770414
"All Differences",0.643132013225713,1.28594541312618
"All Differences",0.599897792829264,1.29248093458143
"All Differences",0.67254516219588,1.02229626319667
"All Differences",0.511274526466453,0.739195708603611
"All Differences",0.489769122616304,0.990217233086641
"All Differences",0.539231028863851,1.30111717339918
"All Differences",0.489731175953564,0.941882750463121
"All Differences",0.480548523681138,0.752018680408859
"All Differences",0.586950721200622,1.09292434780852
"All Differences",0.451213928557441,0.843376342951769
"All Differences",0.487901862286656,1.17570664284592
"All Differences",0.491749660094218,0.913108817656105
"All Differences",0.584068633287465,0.913279217048997
"All Differences",0.599010403866763,0.85363121139161
"All Differences",0.551811767039769,1.03527741780137
"All Differences",0.543950436693521,1.02729819795448
"All Differences",0.503658292267138,0.772962899903307
"All Differences",0.520149057081415,0.977030932014577
"All Differences",0.460383355599903,0.79162371946643
"All Differences",0.521257918278352,0.858728179093807
"All Differences",0.709884512987539,0.855081589706838
"All Differences",0.582984345060736,0.94242807631222
"All Differences",0.546850725333545,0.965432612686799
"All Differences",0.695023718875436,1.53294459682258
"All Differences",0.558610235226111,0.98684582280449
"All Differences",0.531208646840576,1.19811926868987
"All Differences",0.45816759589724,1.04245754844389
"All Differences",0.56587003930423,1.12631038574
"All Differences",0.613108826904035,1.26186175020257
"All Differences",0.500686098845651,0.919787527357209
"All Differences",0.479123984769517,0.900080922305873
"All Differences",0.565498443337829,1.17308219406047
"All Differences",0.567380469365106,1.34749043307786
"All Differences",0.643464328480851,1.21018852238614
"All Differences",0.506405946730158,1.17600875026397
"All Differences",0.575832624014357,1.12170633309979
"All Differences",0.636241759171639,1.32383230396573
"All Differences",0.56527863319558,0.849083797367759
"All Differences",0.563969868332405,0.980118352930761
"All Differences",0.638248154292881,1.1811849540553
"All Differences",0.595419863031722,1.1827380363399
"All Differences",0.534235433647128,1.25515591788695
"All Differences",0.679684861960795,1.10347350832627
"All Differences",0.613561360592208,1.20667468530239
"All Differences",0.637716375434946,1.03489538379235
"All Differences",0.606370100314546,0.791446230745534
"All Differences",0.542315398089946,1.01456386598156
"All Differences",0.56677783808558,1.09630994769241
"All Differences",0.511482794551656,0.96836280362585
"All Differences",0.493449215818204,0.962088039918476
"All Differences",0.588081032762555,1.22063791879865
"All Differences",0.489382120725132,0.951344327199205
"All Differences",0.601128533968426,0.78549302040022
"All Differences",0.665853479749212,1.21231275559301
"All Differences",0.581301980258783,1.0222736477821
"All Differences",0.542756775166854,1.15116430830443
"All Differences",0.509903872745827,1.35674150283996
"All Differences",0.618503736812146,1.19737315928252
"All Differences",0.47075698475707,0.899715240869307
"All Differences",0.688240198525966,1.08637625664066
"All Differences",0.61127556708513,1.18450203845561
"All Differences",0.498071255173386,0.929795381601549
"All Differences",0.476083903576485,0.944607230674141
"All Differences",0.501255783414784,0.852781228677056
"All Differences",0.609619387274242,1.13360088505767
"All Differences",0.58668621978951,1.06515406592103
"All Differences",0.631357099315431,1.18669905346571
"All Differences",0.576478725392072,1.0796977235118
"All Differences",0.540209943404558,0.77185784672238
"All Differences",0.634298251001148,1.17617801439517
"All Differences",0.555392325893336,1.24781667863531
"All Differences",0.558990706343238,0.895701795574014
"All Differences",0.549734912247843,0.966395036348979
"All Differences",0.556696117845578,0.997168518285225
"All Differences",0.612194864504178,1.13248023478722
"All Differences",0.529306355715563,0.936906752955692
"All Differences",0.571355315890828,1.00008250322044
"All Differences",0.545408246244056,1.01259674365778
"All Differences",0.562017986141126,1.0401171839838
"All Differences",0.548854585423795,1.11557596470892
"All Differences",0.570513235769803,1.14321636050049
"All Differences",0.564582859284942,1.3363503417778
"All Differences",0.552670634388031,0.846487265949902
"All Differences",0.636336744802805,1.07063859905027
"All Differences",0.702294460378675,1.03615877910153
"All Differences",0.61978589313315,0.971884628461238
"All Differences",0.538514945644781,0.925752644412101
"All Differences",0.50338454741342,0.950439098119438
"All Differences",0.686277669773626,1.16901723170098
"All Differences",0.597121657576949,1.23535057175593
"All Differences",0.572867100696162,1.05993706369567
"All Differences",0.534642574841417,1.1581348524544
"All Differences",0.608579629320118,1.14716733096332
"All Differences",0.633648898148228,1.30072357616369
"All Differences",0.636703715750003,1.08722151669175
"All Differences",0.572584799180769,1.20619317821544
"All Differences",0.558919672614212,0.861663200142705
"All Differences",0.613266234364733,1.06816132427092
"All Differences",0.659872453087974,0.947962201433283
"All Differences",0.583959363236394,1.09705558415663
"All Differences",0.594567710540135,0.923909667416979
"All Differences",0.576708234056105,1.10025017549666
"All Differences",0.51745096527262,1.2360668238197
"All Differences",0.596227809309466,0.934976823667397
"All Differences",0.715612406833057,0.933629064947746
"All Differences",0.580879696001772,1.12919349725267
"All Differences",0.695823107379863,1.10174128043018
"All Differences",0.524238279075377,1.18284785352769
"All Differences",0.52315868907609,1.22386868696969
"All Differences",0.528640734569127,1.31860246814741
"All Differences",0.699022319701861,1.37482406083752
"All Differences",0.63582613634338,0.989110202444843
"All Differences",0.558815378463111,0.711317733637888
"All Differences",0.522859326294572,0.944793848231231
"All Differences",0.528386140722088,0.931186230685042
"All Differences",0.503443699430226,0.945347563422153
"All Differences",0.549412894352468,1.03767190712634
"All Differences",0.56090952217158,1.27460587396961
"All Differences",0.446205529431527,0.639507876941888
"All Differences",0.528261800717911,0.889428127005983
"All Differences",0.465853574291292,0.987283483555437
"All Differences",0.496684776454609,0.654277792685252
"All Differences",0.340062572274638,0.486707536365464
"All Differences",0.567814782159273,1.22667050378882
"All Differences",0.571706296843287,0.847010878168284
"All Differences",0.705779464106936,1.41738609391768
"All Differences",0.695167486932663,1.07608583555712
"All Differences",0.496960286686644,0.802564735438583
"All Differences",0.554559891208005,0.99311030857729
"All Differences",0.555266800152013,0.832780853122711
"All Differences",0.512137510539621,1.18366643491834
"All Differences",0.575096382145123,0.949269293394936
"All Differences",0.597982590936487,1.12287885525112
"All Differences",0.491281539791752,1.23431640089695
"All Differences",0.644939571093775,1.24871414594289
"All Differences",0.558428350334411,1.12344492443855
"All Differences",0.473363870252371,1.07006272363537
"All Differences",0.546889979725461,1.13984237665965
"All Differences",0.639158631208361,1.21229497805245
"All Differences",0.499812717084717,0.84171558594615
"All Differences",0.694300941856055,1.02059386114533
"All Differences",0.714430115869173,1.42176835618807
"All Differences",0.606155107242048,0.872890247156659
"All Differences",0.562461347515696,1.04044669720339
"All Differences",0.513623869500106,0.911617497715981
"All Differences",0.608609795095408,1.01642301775465
"All Differences",0.563876363787276,0.924104588841499
"All Differences",0.609932736641915,1.25442243087808
"All Differences",0.544039140527533,0.873975731546491
"All Differences",0.490925621709577,0.915294669505971
"All Differences",0.635366006175517,1.30113375985576
"All Differences",0.530580439086233,1.06794675617371
"All Differences",0.513258596273082,1.30300725192136
"All Differences",0.637092582593704,1.18964349752868
"All Differences",0.605223523899463,1.11184740395968
"All Differences",0.701793313570532,1.48875681453748
"All Differences",0.608997968055575,1.10022045738756
"All Differences",0.528746179081873,1.14338728523538
"All Differences",0.529151631278161,1.06791509147277
"All Differences",0.558741873018437,0.869641492878545
"All Differences",0.488030233356686,0.835605315113674
"All Differences",0.656296048381626,1.48258320988941
"All Differences",0.649965472679358,1.17553435290215
"All Differences",0.598691331740012,1.25358131449594
"All Differences",0.438919215009217,0.744661926755599
"All Differences",0.613060508950697,1.12550391287226
"All Differences",0.628255588651153,1.11618725658257
"All Differences",0.525589539344456,0.697582652735328
"All Differences",0.612620950063211,1.15841075199945
"All Differences",0.548264947604783,1.04260106712114
"All Differences",0.662113705377523,1.13122258952021
"All Differences",0.617856014544249,1.11706128079724
"All Differences",0.650092237367794,1.16503213342794
"All Differences",0.547045755259555,1.16276122816065
"All Differences",0.588264683167399,1.2593353890909
"All Differences",0.530992989158285,1.18764857086529
"All Differences",0.566224113860973,0.936961772243883
"All Differences",0.501505474375134,0.943633892510972
"All Differences",0.589840620227027,1.03869828122857
"All Differences",0.582707499030753,1.090606264839
"All Differences",0.713304256627885,1.30081565214926
"All Differences",0.691736898657243,1.32354089165894
"All Differences",0.57755543068972,1.3221796582253
"All Differences",0.509687894753456,0.94119379120397
"All Differences",0.510046047223335,0.937569103968466
"All Differences",0.665273529501845,1.43876020891725
"All Differences",0.630480400497593,1.24275227905771
"All Differences",0.629968357620204,1.63731642673253
"All Differences",0.593136072904529,1.28795205647991
"All Differences",0.647482682086392,1.03236852033278
"All Differences",0.658436742757719,1.22289539453496
"All Differences",0.656995888478103,1.36026127088083
"All Differences",0.598873202267856,1.35049847910887
"All Differences",0.525918860205029,1.04913020491003
"All Differences",0.578622876072716,1.20318268614802
"All Differences",0.59881092955481,1.18448223528065
"All Differences",0.590802033473805,1.54415863178593
"All Differences",0.537510681641653,0.942473981006703
"All Differences",0.5676733533282,1.19183591122155
"All Differences",0.64312810724009,1.14135640023983
"All Differences",0.528321271823139,1.0429159262662
"All Differences",0.67832686323009,1.35737846599055
"All Differences",0.627127511476773,0.919960113679254
"All Differences",0.643581050113716,1.18095261430554
"All Differences",0.603099263887983,0.964202134468091
"All Differences",0.701679858295124,1.197113700684
"All Differences",0.71517426829886,1.16334588236699
"All Differences",0.551067599905326,1.02725226171025
"All Differences",0.667040322508405,1.2329501668825
"All Differences",0.46940182743478,0.96929421620885
"All Differences",0.617337324513673,1.47750294013485
"All Differences",0.524425551543164,1.01646864747813
"All Differences",0.562632771127102,1.08311766523642
"All Differences",0.662921723774267,1.15961518105509
"All Differences",0.555975778980341,0.882487094320025
"All Differences",0.737085434267029,1.59781655245636
"All Differences",0.526192265884341,0.913721089715711
"All Differences",0.627367290295269,1.24257095894024
"All Differences",0.552806008036533,1.18118586257564
"All Differences",0.506037663844234,0.975425205176057
"All Differences",0.536253479580309,1.2399209024942
"All Differences",0.604048541234004,1.08074798978082
"All Differences",0.640733958014879,0.82656344523608
"All Differences",0.602985653358688,1.25075855611817
"All Differences",0.545303652296738,0.97998013239968
"All Differences",0.516146311001188,0.710871875753066
"All Differences",0.612709026380083,1.14080414097788
"All Differences",0.567305333110131,0.861267541590212
"All Differences",0.503662858348448,1.10155421797151
"All Differences",0.420488586501794,1.10836049847916
"All Differences",0.518695194030284,1.07917577073946
"All Differences",0.464550913893576,0.777546190863049
"All Differences",0.49172368413055,0.81305532319824
"All Differences",0.610083881560317,0.954553680353733
"All Differences",0.659424735178371,1.28066405247142
"All Differences",0.713895057805619,1.01402186773438
"All Differences",0.641836228220848,1.36332496957363
"All Differences",0.618319631316604,1.22020176956608
"All Differences",0.573827043739946,1.0606710613166
"All Differences",0.616256090398028,1.12114943135558
"All Differences",0.585688614739273,1.14201160800435
"All Differences",0.685744247079996,1.51875141099173
"All Differences",0.624822330045937,1.238395209837
"All Differences",0.653865881924362,1.15392494720264
"All Differences",0.538547962695547,1.00536944615774
"All Differences",0.489258645622738,0.823432992922312
"All Differences",0.575092746181876,1.12427825156571
"All Differences",0.559257075160725,1.04253281235673
"All Differences",0.477806945441605,1.00479764210769
"All Differences",0.622904402567864,1.43111605671447
"All Differences",0.474517584244569,0.53339058707473
"All Differences",0.566285773371926,0.943058171914122
"All Differences",0.520674702094382,0.955978233530843
"All Differences",0.635139249310149,1.10366015928995
"All Differences",0.4776150016722,0.883673972500165
"All Differences",0.546079465385525,1.10502685868092
"All Differences",0.674738099992091,1.11403894276968
"All Differences",0.464151857485353,0.97659018348654
"All Differences",0.529466337121378,0.938876633591532
"All Differences",0.626111593125612,1.31214864058746
"All Differences",0.630381829930947,1.20066066013245
"All Differences",0.462806380802616,0.910042631088773
"All Differences",0.525103687869252,0.884982317446102
"All Differences",0.453475787661518,0.841600562280712
"All Differences",0.549623228911135,1.0149300724279
"All Differences",0.624871864707126,0.862715480247932
"All Differences",0.474504668378162,0.781501682726092
"All Differences",0.676065984843002,1.20020724031185
"All Differences",0.471891568167484,0.799408588850357
"All Differences",0.503173504414017,1.05086394088599
"All Differences",0.576840215676886,1.53831111282108
"All Differences",0.567583773592995,1.21494502075127
"All Differences",0.541112948495167,1.22240389982455
"All Differences",0.443036192476504,0.98747173390143
"All Differences",0.689021817141611,1.01219548200713
"All Differences",0.497910132773438,0.88168556172827
"All Differences",0.567197997132498,0.790631350067369
"All Differences",0.609797915413315,1.11990738280682
"All Differences",0.536010176614466,0.993368165338683
"All Differences",0.51992642488053,0.950095540118752
"All Differences",0.504006449247571,0.881828943171924
"All Differences",0.560765109687054,1.00757903600782
"All Differences",0.556533279367039,0.984962334102757
"No Casual",0.316074177397921,0.686068764751601
"No Casual",0.500373744824231,0.784407518009044
"No Casual",0.505434390034558,0.984321439714357
"No Casual",0.611187995951886,0.871786243071979
"No Casual",0.575485574774257,0.845549453198326
"No Casual",0.48335933317661,0.510184841563246
"No Casual",0.493973911027274,0.650754413000319
"No Casual",0.467405224297988,0.651560806240178
"No Casual",0.536013385194852,0.766798494491652
"No Casual",0.443337414143554,0.708042829199332
"No Casual",0.50519249470899,0.578879561004329
"No Casual",0.507340548548735,0.867459398026846
"No Casual",0.573016286003262,0.857541790500953
"No Casual",0.558375485504956,0.476651087687517
"No Casual",0.492601133351739,0.68159772492188
"No Casual",0.591966950065674,1.04577878063854
"No Casual",0.495719267700669,0.645505136250888
"No Casual",0.506513371606667,0.795430471162816
"No Casual",0.433637524018588,0.815961095532414
"No Casual",0.534255339168406,0.714643279345826
"No Casual",0.56719797288157,0.988535730993212
"No Casual",0.40928011509599,0.990653621809681
"No Casual",0.544790628751633,0.960216441205123
"No Casual",0.445694866911821,0.678832121651033
"No Casual",0.522753870269179,0.826214815779407
"No Casual",0.541051984083209,0.70220086780545
"No Casual",0.427790968634528,0.745652873053968
"No Casual",0.565571987506511,0.839939023016755
"No Casual",0.575879566502166,0.921866263192431
"No Casual",0.539783735017798,0.818861854483459
"No Casual",0.491526723397251,0.632067835248074
"No Casual",0.498331474640936,0.372990109013693
"No Casual",0.464153160340715,0.671039564172852
"No Casual",0.583002574115816,0.927181525177342
"No Casual",0.557635425444523,0.887982362106014
"No Casual",0.501305016129958,0.798608194191272
"No Casual",0.593857298792131,0.944450168183208
"No Casual",0.523574116868516,0.905700687783435
"No Casual",0.4810735322024,0.811508356797126
"No Casual",0.557939559200023,0.892016058734036
"No Casual",0.510713149275464,0.914961463462456
"No Casual",0.443583016873002,0.586786903118032
"No Casual",0.623060529065512,1.01399953960922
"No Casual",0.547224720376484,0.547137538126685
"No Casual",0.572534912208372,0.967223085639506
"No Casual",0.586835305701372,0.812322009001548
"No Casual",0.485858585059289,0.687983560748429
"No Casual",0.513890891493678,0.831737726311553
"No Casual",0.464075191841287,0.520813887696398
"No Casual",0.562487459066158,0.851521417791267
"No Casual",0.641565111436498,0.870852067951437
"No Casual",0.635703112406326,0.818922010815381
"No Casual",0.488319741257294,0.948292014236557
"No Casual",0.549653879724762,0.897623272776605
"No Casual",0.577347682318206,1.03454770750565
"No Casual",0.54939362493396,0.893482897848744
"No Casual",0.561967232721059,0.968736227750646
"No Casual",0.566860634235881,0.816029532714025
"No Casual",0.492840333775355,0.784816753121921
"No Casual",0.478021215480116,0.737116074717466
"No Casual",0.485844239113001,0.804535540060251
"No Casual",0.515083320993276,1.04070616322068
"No Casual",0.702199605749585,1.1387331347174
"No Casual",0.625796305830904,1.20487275575493
"No Casual",0.548204306409508,0.735950889959735
"No Casual",0.589572551442568,0.98440313531023
"No Casual",0.533243903322183,0.648511465613975
"No Casual",0.621253639879788,1.34345832147076
"No Casual",0.377459490552131,0.552950533568407
"No Casual",0.561010841394963,0.97341304466933
"No Casual",0.478497376240118,0.542864501467272
"No Casual",0.580255752419333,0.999685860153933
"No Casual",0.510228807650847,0.916610704825638
"No Casual",0.533285118793312,0.672837873917134
"No Casual",0.477800391990761,0.601188763059395
"No Casual",0.557301789271003,0.86278207830493
"No Casual",0.58556619276533,1.07135587252078
"No Casual",0.530261346786624,0.893214140254458
"No Casual",0.513780250235104,0.94014619327605
"No Casual",0.643869768440408,0.779433937923128
"No Casual",0.571186728051838,0.672273324210841
"No Casual",0.533119171564044,0.636101630274514
"No Casual",0.511880995981904,0.811070904419755
"No Casual",0.492184161119961,1.0220388625054
"No Casual",0.4683814467961,0.517433441612662
"No Casual",0.481836464994572,0.802176867544516
"No Casual",0.494080569341808,0.894520825124097
"No Casual",0.472002987840028,0.881629772354556
"No Casual",0.461528838903985,0.840976307778257
"No Casual",0.738679850764274,0.944045853437517
"No Casual",0.694505802968055,1.01497931774735
"No Casual",0.434412640281456,0.889414296899651
"No Casual",0.522199399856178,0.487391194176967
"No Casual",0.660236938964892,0.83917258635254
"No Casual",0.528895232923471,0.84065733393178
"No Casual",0.573751283065038,0.903313626688509
"No Casual",0.532699564297403,0.684648226085644
"No Casual",0.577997835911668,0.902762100593539
"No Casual",0.526577641767634,0.865768197246159
"No Casual",0.563359252494431,0.816106938149297
"No Casual",0.49390438786678,0.931695165618205
"No Casual",0.539458368967939,0.739558968061793
"No Casual",0.582653140850567,1.11504965311507
"No Casual",0.614761944828362,1.00569894523428
"No Casual",0.597234154335019,0.885499352884445
"No Casual",0.594019967069406,0.805822675643329
"No Casual",0.44933732176443,0.79638669713851
"No Casual",0.428018861742138,0.702799343356278
"No Casual",0.574683848844815,0.34866723985769
"No Casual",0.5890661742868,1.07774314192054
"No Casual",0.539127719550344,0.793168949416761
"No Casual",0.507513003744422,0.709362919821625
"No Casual",0.595222110136976,0.75048849766718
"No Casual",0.578610134234637,1.13296209881167
"No Casual",0.448402876821054,0.629278679849073
"No Casual",0.543441669614644,0.769992908280275
"No Casual",0.556899777047858,0.64703297914403
"No Casual",0.486996521400394,0.863584171352864
"No Casual",0.498047552871229,0.848250865736417
"No Casual",0.471958913440109,0.762807550028646
"No Casual",0.662615943322184,0.906915332966558
"No Casual",0.534885213383949,0.710409602877232
"No Casual",0.529330750364402,1.08204625127939
"No Casual",0.591592487832319,0.954365118756216
"No Casual",0.669729027762494,0.744506828284858
"No Casual",0.643437139339195,1.04333990765442
"No Casual",0.506144495838449,0.912206683764909
"No Casual",0.496748206933387,0.717540884662004
"No Casual",0.450691268741404,0.692200097453166
"No Casual",0.509377970079261,0.683190594644978
"No Casual",0.545546034271633,0.647590007777273
"No Casual",0.526996509681568,0.926821313232209
"No Casual",0.526085651670942,0.872515827982289
"No Casual",0.650913703592539,0.872613358542648
"No Casual",0.577950884616442,1.11080270125504
